id,doc_id,type,context,stanford_sentence_id,stanford_token_start,stanford_token_end
CNN_ENG_20030605_085831.13-E4-6,CNN_ENG_20030605_085831.13,ORG,our,4,1,1
CNN_ENG_20030605_085831.13-E5-18,CNN_ENG_20030605_085831.13,PER,we,17,1,1
CNN_ENG_20030605_085831.13-E5-19,CNN_ENG_20030605_085831.13,PER,"all human",17,4,4
CNN_ENG_20030605_085831.13-E5-20,CNN_ENG_20030605_085831.13,PER,we,17,6,6
CNN_ENG_20030605_085831.13-E5-23,CNN_ENG_20030605_085831.13,PER,we,19,9,9
CNN_ENG_20030605_085831.13-E7-21,CNN_ENG_20030605_085831.13,PER,nobody,18,1,1
CNN_ENG_20030605_085831.13-E8-22,CNN_ENG_20030605_085831.13,LOC,"this world",18,6,6
CNN_ENG_20030605_085831.13-E9-27,CNN_ENG_20030605_085831.13,PER,you,21,3,3
CNN_ENG_20030605_085831.13-E10-28,CNN_ENG_20030605_085831.13,ORG,"the yankees",22,14,14
CNN_ENG_20030605_085831.13-E10-31,CNN_ENG_20030605_085831.13,ORG,"the yankees",23,2,2
CNN_ENG_20030605_085831.13-E10-33,CNN_ENG_20030605_085831.13,ORG,they,23,12,12
CNN_ENG_20030605_085831.13-E10-38,CNN_ENG_20030605_085831.13,ORG,"the yankees",25,9,9
CNN_ENG_20030605_085831.13-E11-42,CNN_ENG_20030605_085831.13,PER,jack,28,4,4
CNN_ENG_20030605_085831.13-E11-48,CNN_ENG_20030605_085831.13,PER,your,30,2,2
CNN_ENG_20030605_085831.13-E11-49,CNN_ENG_20030605_085831.13,PER,jack,30,5,5
CNN_ENG_20030605_085831.13-E12-43,CNN_ENG_20030605_085831.13,PER,s,28,2,2
CNN_ENG_20030605_085831.13-E12-46,CNN_ENG_20030605_085831.13,PER,us,28,18,18
CNN_ENG_20030605_085831.13-E12-50,CNN_ENG_20030605_085831.13,PER,us,31,5,5
CNN_ENG_20030605_085831.13-E13-44,CNN_ENG_20030605_085831.13,PER,bill,28,14,14
CNN_ENG_20030605_085831.13-E13-47,CNN_ENG_20030605_085831.13,PER,william,29,3,3
CNN_ENG_20030605_085831.13-E15-45,CNN_ENG_20030605_085831.13,GPE,d.c,28,20,20
CNN_ENG_20030605_085831.13-E16-51,CNN_ENG_20030605_085831.13,PER,"martha stewart",32,1,2
CNN_ENG_20030605_085831.13-E16-52,CNN_ENG_20030605_085831.13,PER,she,32,10,10
CNN_ENG_20030605_085831.13-E16-53,CNN_ENG_20030605_085831.13,PER,she,32,13,13
CNN_ENG_20030605_085831.13-E16-57,CNN_ENG_20030605_085831.13,PER,"martha stewart",33,10,11
CNN_ENG_20030605_085831.13-E16-80,CNN_ENG_20030605_085831.13,PER,martha,36,9,9
CNN_ENG_20030605_085831.13-E16-81,CNN_ENG_20030605_085831.13,PER,she,36,13,13
CNN_ENG_20030605_085831.13-E16-83,CNN_ENG_20030605_085831.13,PER,"a part of good",36,16,16
CNN_ENG_20030605_085831.13-E17-54,CNN_ENG_20030605_085831.13,PER,jim,33,1,1
CNN_ENG_20030605_085831.13-E17-56,CNN_ENG_20030605_085831.13,PER,i,33,6,6
CNN_ENG_20030605_085831.13-E18-55,CNN_ENG_20030605_085831.13,GPE,"new york",33,3,4
CNN_ENG_20030605_085831.13-E19-58,CNN_ENG_20030605_085831.13,ORG,imclone,33,16,16
CNN_ENG_20030605_085831.13-E20-59,CNN_ENG_20030605_085831.13,PER,prosecutors,33,27,27
CNN_ENG_20030605_085831.13-E20-60,CNN_ENG_20030605_085831.13,PER,they,33,30,30
CNN_ENG_20030605_085831.13-E21-61,CNN_ENG_20030605_085831.13,PER,"moguls who strip
the hopes of investors",33,33,33
CNN_ENG_20030605_085831.13-E21-62,CNN_ENG_20030605_085831.13,PER,who,33,34,34
CNN_ENG_20030605_085831.13-E22-63,CNN_ENG_20030605_085831.13,PER,investors,33,39,39
CNN_ENG_20030605_085831.13-E23-64,CNN_ENG_20030605_085831.13,PER,ceos,34,1,1
CNN_ENG_20030605_085831.13-E23-66,CNN_ENG_20030605_085831.13,PER,ceo,34,19,19
CNN_ENG_20030605_085831.13-E24-65,CNN_ENG_20030605_085831.13,PER,sleaze,34,3,3
CNN_ENG_20030605_085831.13-E24-76,CNN_ENG_20030605_085831.13,PER,them,34,16,16
CNN_ENG_20030605_085831.13-E26-67,CNN_ENG_20030605_085831.13,PER,joe,35,1,1
CNN_ENG_20030605_085831.13-E27-69,CNN_ENG_20030605_085831.13,GPE,michigan,35,3,3
CNN_ENG_20030605_085831.13-E28-70,CNN_ENG_20030605_085831.13,PER,your,35,8,8
CNN_ENG_20030605_085831.13-E28-71,CNN_ENG_20030605_085831.13,PER,you,35,18,18
CNN_ENG_20030605_085831.13-E28-73,CNN_ENG_20030605_085831.13,PER,your,35,23,23
CNN_ENG_20030605_085831.13-E28-74,CNN_ENG_20030605_085831.13,PER,you,35,28,28
CNN_ENG_20030605_085831.13-E29-72,CNN_ENG_20030605_085831.13,PER,"your believing public",35,25,25
CNN_ENG_20030605_085831.13-E30-77,CNN_ENG_20030605_085831.13,PER,jude,36,1,1
CNN_ENG_20030605_085831.13-E30-79,CNN_ENG_20030605_085831.13,PER,eye,36,6,6
CNN_ENG_20030605_085831.13-E31-78,CNN_ENG_20030605_085831.13,GPE,florida,36,3,3
CNN_ENG_20030605_085831.13-E33-32,CNN_ENG_20030605_085831.13,FAC,"wrigley field",23,6,7
CNN_ENG_20030605_085831.13-E33-82,CNN_ENG_20030605_085831.13,FAC,"wrigley field",1,9,10
CNN_ENG_20030605_085831.13-E33-100,CNN_ENG_20030605_085831.13,FAC,"wrigley field",7,18,19
CNN_ENG_20030605_085831.13-E34-85,CNN_ENG_20030605_085831.13,PER,"a major league baseball official",2,5,5
CNN_ENG_20030605_085831.13-E35-14,CNN_ENG_20030605_085831.13,ORG,"major
league baseball",12,1,3
CNN_ENG_20030605_085831.13-E35-16,CNN_ENG_20030605_085831.13,ORG,we,15,1,1
CNN_ENG_20030605_085831.13-E35-17,CNN_ENG_20030605_085831.13,ORG,we,15,17,17
CNN_ENG_20030605_085831.13-E35-86,CNN_ENG_20030605_085831.13,ORG,"major league baseball",2,2,4
CNN_ENG_20030605_085831.13-E35-88,CNN_ENG_20030605_085831.13,ORG,"the league",3,9,9
CNN_ENG_20030605_085831.13-E37-5,CNN_ENG_20030605_085831.13,GPE,here,8,18,18
CNN_ENG_20030605_085831.13-E37-29,CNN_ENG_20030605_085831.13,GPE,town,22,17,17
CNN_ENG_20030605_085831.13-E37-41,CNN_ENG_20030605_085831.13,GPE,chicago,26,4,4
CNN_ENG_20030605_085831.13-E37-68,CNN_ENG_20030605_085831.13,GPE,there,22,9,9
CNN_ENG_20030605_085831.13-E37-87,CNN_ENG_20030605_085831.13,GPE,chicago,2,12,12
CNN_ENG_20030605_085831.13-E38-40,CNN_ENG_20030605_085831.13,PER,"gary tuchman",26,1,2
CNN_ENG_20030605_085831.13-E38-90,CNN_ENG_20030605_085831.13,PER,"our gary tuchman",4,2,3
CNN_ENG_20030605_085831.13-E39-26,CNN_ENG_20030605_085831.13,ORG,"the
chicago cubs",20,16,17
CNN_ENG_20030605_085831.13-E39-34,CNN_ENG_20030605_085831.13,ORG,"the cubs",23,15,15
CNN_ENG_20030605_085831.13-E39-92,CNN_ENG_20030605_085831.13,ORG,"the cub",6,4,4
CNN_ENG_20030605_085831.13-E40-98,CNN_ENG_20030605_085831.13,PER,"most of the fans on wrigley field",7,13,13
CNN_ENG_20030605_085831.13-E41-75,CNN_ENG_20030605_085831.13,PER,they,8,20,20
CNN_ENG_20030605_085831.13-E41-99,CNN_ENG_20030605_085831.13,PER,"the fans on wrigley field",7,16,16
CNN_ENG_20030605_085831.13-T8-1,CNN_ENG_20030605_085831.13,Time,"this weekend",22,10,11
CNN_ENG_20030312_223733.14-E1-2,CNN_ENG_20030312_223733.14,PER,"all of the children out there",8,4,4
CNN_ENG_20030312_223733.14-E1-5,CNN_ENG_20030312_223733.14,PER,their,8,12,12
CNN_ENG_20030312_223733.14-E1-8,CNN_ENG_20030312_223733.14,PER,"those children",9,18,18
CNN_ENG_20030312_223733.14-E1-9,CNN_ENG_20030312_223733.14,PER,they,9,25,25
CNN_ENG_20030312_223733.14-E1-10,CNN_ENG_20030312_223733.14,PER,they,9,31,31
CNN_ENG_20030312_223733.14-E2-3,CNN_ENG_20030312_223733.14,FAC,home,8,10,10
CNN_ENG_20030312_223733.14-E3-4,CNN_ENG_20030312_223733.14,PER,"their
parents",8,13,13
CNN_ENG_20030312_223733.14-E4-7,CNN_ENG_20030312_223733.14,ORG,congress,9,8,8
CNN_ENG_20030312_223733.14-E5-11,CNN_ENG_20030312_223733.14,LOC,"the state
line",9,29,29
CNN_ENG_20030312_223733.14-E6-16,CNN_ENG_20030312_223733.14,PER,you,13,2,2
CNN_ENG_20030312_223733.14-E6-74,CNN_ENG_20030312_223733.14,PER,you,33,4,4
CNN_ENG_20030312_223733.14-E6-75,CNN_ENG_20030312_223733.14,PER,you,34,2,2
CNN_ENG_20030312_223733.14-E7-17,CNN_ENG_20030312_223733.14,PER,reporter,14,1,1
CNN_ENG_20030312_223733.14-E8-36,CNN_ENG_20030312_223733.14,PER,william,24,3,3
CNN_ENG_20030312_223733.14-E8-40,CNN_ENG_20030312_223733.14,PER,he,24,25,25
CNN_ENG_20030312_223733.14-E8-47,CNN_ENG_20030312_223733.14,PER,his,25,16,16
CNN_ENG_20030312_223733.14-E8-48,CNN_ENG_20030312_223733.14,PER,"a 4-year-old",25,11,13
CNN_ENG_20030312_223733.14-E8-50,CNN_ENG_20030312_223733.14,PER,"her little brother",23,6,6
CNN_ENG_20030312_223733.14-E8-65,CNN_ENG_20030312_223733.14,PER,william,23,7,7
CNN_ENG_20030312_223733.14-E9-38,CNN_ENG_20030312_223733.14,PER,them,24,17,17
CNN_ENG_20030312_223733.14-E9-39,CNN_ENG_20030312_223733.14,PER,they,24,23,23
CNN_ENG_20030312_223733.14-E10-1,CNN_ENG_20030312_223733.14,LOC,"the world",1,14,14
CNN_ENG_20030312_223733.14-E10-89,CNN_ENG_20030312_223733.14,LOC,"the world",32,6,6
CNN_ENG_20030312_223733.14-E12-49,CNN_ENG_20030312_223733.14,FAC,home,25,19,19
CNN_ENG_20030312_223733.14-E12-101,CNN_ENG_20030312_223733.14,FAC,home,22,12,12
CNN_ENG_20030312_223733.14-E13-52,CNN_ENG_20030312_223733.14,PER,you,36,4,4
CNN_ENG_20030312_223733.14-E14-59,CNN_ENG_20030312_223733.14,PER,everybody,30,9,9
CNN_ENG_20030312_223733.14-E14-60,CNN_ENG_20030312_223733.14,PER,everybody,30,15,15
CNN_ENG_20030312_223733.14-E14-61,CNN_ENG_20030312_223733.14,PER,everybody,30,19,19
CNN_ENG_20030312_223733.14-E14-62,CNN_ENG_20030312_223733.14,PER,they,30,25,25
CNN_ENG_20030312_223733.14-E14-68,CNN_ENG_20030312_223733.14,PER,"all the people",31,12,12
CNN_ENG_20030312_223733.14-E15-63,CNN_ENG_20030312_223733.14,PER,god,31,3,3
CNN_ENG_20030312_223733.14-E16-64,CNN_ENG_20030312_223733.14,GPE,"this neighborhood",30,2,2
CNN_ENG_20030312_223733.14-E16-69,CNN_ENG_20030312_223733.14,GPE,"federal heights",30,5,6
CNN_ENG_20030312_223733.14-E16-77,CNN_ENG_20030312_223733.14,GPE,"the federal heights neighborhood",30,7,7
CNN_ENG_20030312_223733.14-E17-66,CNN_ENG_20030312_223733.14,PER,"all the searchers",31,7,7
CNN_ENG_20030312_223733.14-E19-71,CNN_ENG_20030312_223733.14,PER,"a little girl",32,13,13
CNN_ENG_20030312_223733.14-E21-78,CNN_ENG_20030312_223733.14,ORG,vitac,37,4,4
CNN_ENG_20030312_223733.14-E22-79,CNN_ENG_20030312_223733.14,PER,"a ceo",37,9,9
CNN_ENG_20030312_223733.14-E23-80,CNN_ENG_20030312_223733.14,PER,"employee of the year",37,14,14
CNN_ENG_20030312_223733.14-E24-81,CNN_ENG_20030312_223733.14,PER,"several go-getters",38,4,5
CNN_ENG_20030312_223733.14-E24-82,CNN_ENG_20030312_223733.14,PER,their,38,9,9
CNN_ENG_20030312_223733.14-E25-83,CNN_ENG_20030312_223733.14,PER,i,39,4,4
CNN_ENG_20030312_223733.14-E25-84,CNN_ENG_20030312_223733.14,PER,i,39,11,11
CNN_ENG_20030312_223733.14-E25-85,CNN_ENG_20030312_223733.14,PER,me,39,16,16
CNN_ENG_20030312_223733.14-E25-86,CNN_ENG_20030312_223733.14,PER,i,40,2,2
CNN_ENG_20030312_223733.14-E25-87,CNN_ENG_20030312_223733.14,PER,i,40,6,6
CNN_ENG_20030312_223733.14-E26-12,CNN_ENG_20030312_223733.14,GPE,we,10,2,2
CNN_ENG_20030312_223733.14-E26-13,CNN_ENG_20030312_223733.14,GPE,we,11,1,1
CNN_ENG_20030312_223733.14-E26-14,CNN_ENG_20030312_223733.14,GPE,here,10,7,7
CNN_ENG_20030312_223733.14-E26-15,CNN_ENG_20030312_223733.14,GPE,us,26,6,6
CNN_ENG_20030312_223733.14-E26-51,CNN_ENG_20030312_223733.14,GPE,us,26,20,20
CNN_ENG_20030312_223733.14-E26-67,CNN_ENG_20030312_223733.14,GPE,"the country",1,10,10
CNN_ENG_20030312_223733.14-E27-91,CNN_ENG_20030312_223733.14,ORG,"the morning papers",1,3,3
CNN_ENG_20030312_223733.14-E27-93,CNN_ENG_20030312_223733.14,ORG,their,1,17,17
CNN_ENG_20030312_223733.14-E28-6,CNN_ENG_20030312_223733.14,PER,elizabeth,8,19,19
CNN_ENG_20030312_223733.14-E28-19,CNN_ENG_20030312_223733.14,PER,elizabeth,14,6,6
CNN_ENG_20030312_223733.14-E28-21,CNN_ENG_20030312_223733.14,PER,she,15,3,3
CNN_ENG_20030312_223733.14-E28-22,CNN_ENG_20030312_223733.14,PER,she,15,7,7
CNN_ENG_20030312_223733.14-E28-23,CNN_ENG_20030312_223733.14,PER,she,15,12,12
CNN_ENG_20030312_223733.14-E28-24,CNN_ENG_20030312_223733.14,PER,she,16,2,2
CNN_ENG_20030312_223733.14-E28-25,CNN_ENG_20030312_223733.14,PER,she,17,1,1
CNN_ENG_20030312_223733.14-E28-29,CNN_ENG_20030312_223733.14,PER,she,20,11,11
CNN_ENG_20030312_223733.14-E28-32,CNN_ENG_20030312_223733.14,PER,her,22,5,5
CNN_ENG_20030312_223733.14-E28-33,CNN_ENG_20030312_223733.14,PER,her,22,8,8
CNN_ENG_20030312_223733.14-E28-35,CNN_ENG_20030312_223733.14,PER,her,23,4,4
CNN_ENG_20030312_223733.14-E28-37,CNN_ENG_20030312_223733.14,PER,she,24,5,5
CNN_ENG_20030312_223733.14-E28-41,CNN_ENG_20030312_223733.14,PER,her,24,28,28
CNN_ENG_20030312_223733.14-E28-42,CNN_ENG_20030312_223733.14,PER,her,24,32,32
CNN_ENG_20030312_223733.14-E28-43,CNN_ENG_20030312_223733.14,PER,her,24,35,35
CNN_ENG_20030312_223733.14-E28-44,CNN_ENG_20030312_223733.14,PER,her,24,39,39
CNN_ENG_20030312_223733.14-E28-46,CNN_ENG_20030312_223733.14,PER,"his
sister",25,17,17
CNN_ENG_20030312_223733.14-E28-58,CNN_ENG_20030312_223733.14,PER,elizabeth,29,4,4
CNN_ENG_20030312_223733.14-E28-72,CNN_ENG_20030312_223733.14,PER,"elizabeth smart",32,20,21
CNN_ENG_20030312_223733.14-E28-94,CNN_ENG_20030312_223733.14,PER,"elizabeth smart",1,23,24
CNN_ENG_20030312_223733.14-E28-97,CNN_ENG_20030312_223733.14,PER,her,2,2,2
CNN_ENG_20030312_223733.14-E28-99,CNN_ENG_20030312_223733.14,PER,she,3,1,1
CNN_ENG_20030312_223733.14-E28-100,CNN_ENG_20030312_223733.14,PER,she,4,1,1
CNN_ENG_20030312_223733.14-E28-109,CNN_ENG_20030312_223733.14,PER,her,7,13,13
CNN_ENG_20030312_223733.14-E28-110,CNN_ENG_20030312_223733.14,PER,you,7,25,25
CNN_ENG_20030312_223733.14-E30-76,CNN_ENG_20030312_223733.14,PER,we,36,1,1
CNN_ENG_20030312_223733.14-E30-95,CNN_ENG_20030312_223733.14,PER,we,1,28,28
CNN_ENG_20030312_223733.14-E31-53,CNN_ENG_20030312_223733.14,PER,us,26,29,29
CNN_ENG_20030312_223733.14-E31-54,CNN_ENG_20030312_223733.14,PER,"our
family",26,40,40
CNN_ENG_20030312_223733.14-E31-55,CNN_ENG_20030312_223733.14,PER,our,26,39,39
CNN_ENG_20030312_223733.14-E31-56,CNN_ENG_20030312_223733.14,PER,we,26,48,48
CNN_ENG_20030312_223733.14-E31-57,CNN_ENG_20030312_223733.14,PER,we,29,2,2
CNN_ENG_20030312_223733.14-E31-73,CNN_ENG_20030312_223733.14,PER,we,33,2,2
CNN_ENG_20030312_223733.14-E31-90,CNN_ENG_20030312_223733.14,PER,we,31,1,1
CNN_ENG_20030312_223733.14-E31-96,CNN_ENG_20030312_223733.14,PER,"her family",2,3,3
CNN_ENG_20030312_223733.14-E31-98,CNN_ENG_20030312_223733.14,PER,their,2,8,8
CNN_ENG_20030312_223733.14-E31-106,CNN_ENG_20030312_223733.14,PER,us,8,24,24
CNN_ENG_20030312_223733.14-E32-92,CNN_ENG_20030312_223733.14,GPE,state,9,28,28
CNN_ENG_20030312_223733.14-E33-18,CNN_ENG_20030312_223733.14,PER,you,14,4,4
CNN_ENG_20030312_223733.14-E33-20,CNN_ENG_20030312_223733.14,PER,you,15,1,1
CNN_ENG_20030312_223733.14-E33-26,CNN_ENG_20030312_223733.14,PER,i,19,1,1
CNN_ENG_20030312_223733.14-E33-27,CNN_ENG_20030312_223733.14,PER,i,20,1,1
CNN_ENG_20030312_223733.14-E33-28,CNN_ENG_20030312_223733.14,PER,i,20,8,8
CNN_ENG_20030312_223733.14-E33-30,CNN_ENG_20030312_223733.14,PER,i,21,1,1
CNN_ENG_20030312_223733.14-E33-31,CNN_ENG_20030312_223733.14,PER,i,22,2,2
CNN_ENG_20030312_223733.14-E33-34,CNN_ENG_20030312_223733.14,PER,i,23,1,1
CNN_ENG_20030312_223733.14-E33-45,CNN_ENG_20030312_223733.14,PER,i,25,6,6
CNN_ENG_20030312_223733.14-E33-70,CNN_ENG_20030312_223733.14,PER,i,32,7,7
CNN_ENG_20030312_223733.14-E33-102,CNN_ENG_20030312_223733.14,PER,i,5,2,2
CNN_ENG_20030312_223733.14-E33-103,CNN_ENG_20030312_223733.14,PER,i,6,1,1
CNN_ENG_20030312_223733.14-E33-104,CNN_ENG_20030312_223733.14,PER,i,7,4,4
CNN_ENG_20030312_223733.14-E33-105,CNN_ENG_20030312_223733.14,PER,me,7,17,17
CNN_ENG_20030312_223733.14-E33-107,CNN_ENG_20030312_223733.14,PER,i,9,2,2
CNN_ENG_20030312_223733.14-E33-108,CNN_ENG_20030312_223733.14,PER,i,12,2,2
CNN_ENG_20030312_223733.14-V1-1,CNN_ENG_20030312_223733.14,Contact-Info,www.vitac.com,37,6,6
CNN_ENG_20030602_105829.2-E1-11,CNN_ENG_20030602_105829.2,PER,you,9,4,4
CNN_ENG_20030602_105829.2-E1-19,CNN_ENG_20030602_105829.2,PER,you,11,4,4
CNN_ENG_20030602_105829.2-E1-20,CNN_ENG_20030602_105829.2,PER,you,11,9,9
CNN_ENG_20030602_105829.2-E1-121,CNN_ENG_20030602_105829.2,PER,you,53,1,1
CNN_ENG_20030602_105829.2-E2-5,CNN_ENG_20030602_105829.2,PER,leon,5,3,3
CNN_ENG_20030602_105829.2-E2-127,CNN_ENG_20030602_105829.2,PER,leon,54,1,1
CNN_ENG_20030602_105829.2-E2-128,CNN_ENG_20030602_105829.2,PER,i,55,1,1
CNN_ENG_20030602_105829.2-E2-129,CNN_ENG_20030602_105829.2,PER,i,56,1,1
CNN_ENG_20030602_105829.2-E2-130,CNN_ENG_20030602_105829.2,PER,me,56,8,8
CNN_ENG_20030602_105829.2-E3-7,CNN_ENG_20030602_105829.2,PER,they,7,1,1
CNN_ENG_20030602_105829.2-E3-15,CNN_ENG_20030602_105829.2,PER,"their family members",10,11,11
CNN_ENG_20030602_105829.2-E3-32,CNN_ENG_20030602_105829.2,PER,"those folks",13,11,11
CNN_ENG_20030602_105829.2-E3-69,CNN_ENG_20030602_105829.2,PER,they,28,4,4
CNN_ENG_20030602_105829.2-E3-73,CNN_ENG_20030602_105829.2,PER,they,30,1,1
CNN_ENG_20030602_105829.2-E3-100,CNN_ENG_20030602_105829.2,PER,they,43,2,2
CNN_ENG_20030602_105829.2-E4-17,CNN_ENG_20030602_105829.2,LOC,"the persian gulf",10,22,23
CNN_ENG_20030602_105829.2-E5-21,CNN_ENG_20030602_105829.2,PER,"how many folks",11,16,16
CNN_ENG_20030602_105829.2-E5-25,CNN_ENG_20030602_105829.2,PER,"some 15,000 people",12,6,6
CNN_ENG_20030602_105829.2-E5-29,CNN_ENG_20030602_105829.2,PER,"the people
that will be here to greet those folks",13,3,3
CNN_ENG_20030602_105829.2-E5-30,CNN_ENG_20030602_105829.2,PER,that,13,4,4
CNN_ENG_20030602_105829.2-E5-123,CNN_ENG_20030602_105829.2,PER,"the folks",53,11,11
CNN_ENG_20030602_105829.2-E6-22,CNN_ENG_20030602_105829.2,FAC,here,11,18,18
CNN_ENG_20030602_105829.2-E6-23,CNN_ENG_20030602_105829.2,FAC,"lima pier",11,20,21
CNN_ENG_20030602_105829.2-E6-31,CNN_ENG_20030602_105829.2,FAC,here,13,7,7
CNN_ENG_20030602_105829.2-E6-51,CNN_ENG_20030602_105829.2,FAC,here,20,21,21
CNN_ENG_20030602_105829.2-E6-67,CNN_ENG_20030602_105829.2,FAC,here,26,5,5
CNN_ENG_20030602_105829.2-E6-122,CNN_ENG_20030602_105829.2,FAC,here,53,8,8
CNN_ENG_20030602_105829.2-E6-124,CNN_ENG_20030602_105829.2,FAC,"here at lima pier in san diego",53,22,22
CNN_ENG_20030602_105829.2-E6-125,CNN_ENG_20030602_105829.2,FAC,"lima pier in san diego",53,24,25
CNN_ENG_20030602_105829.2-E6-134,CNN_ENG_20030602_105829.2,FAC,there,59,8,8
CNN_ENG_20030602_105829.2-E7-34,CNN_ENG_20030602_105829.2,PER,"the first-kissers",13,17,18
CNN_ENG_20030602_105829.2-E7-35,CNN_ENG_20030602_105829.2,PER,"the people who win the first-kiss
lottery",13,21,21
CNN_ENG_20030602_105829.2-E7-39,CNN_ENG_20030602_105829.2,PER,"the
winners of the first kiss contest",14,8,8
CNN_ENG_20030602_105829.2-E7-153,CNN_ENG_20030602_105829.2,PER,who,13,22,22
CNN_ENG_20030602_105829.2-E9-36,CNN_ENG_20030602_105829.2,PER,"the new dads",13,31,31
CNN_ENG_20030602_105829.2-E9-83,CNN_ENG_20030602_105829.2,PER,"106 new dads",37,8,8
CNN_ENG_20030602_105829.2-E9-84,CNN_ENG_20030602_105829.2,PER,them,37,12,12
CNN_ENG_20030602_105829.2-E10-38,CNN_ENG_20030602_105829.2,PER,"one of the
winners of the first kiss contest",14,5,5
CNN_ENG_20030602_105829.2-E10-40,CNN_ENG_20030602_105829.2,PER,this,15,1,1
CNN_ENG_20030602_105829.2-E10-41,CNN_ENG_20030602_105829.2,PER,tammy,15,3,3
CNN_ENG_20030602_105829.2-E10-42,CNN_ENG_20030602_105829.2,PER,your,15,5,5
CNN_ENG_20030602_105829.2-E10-48,CNN_ENG_20030602_105829.2,PER,you,20,3,3
CNN_ENG_20030602_105829.2-E10-49,CNN_ENG_20030602_105829.2,PER,you,20,7,7
CNN_ENG_20030602_105829.2-E10-53,CNN_ENG_20030602_105829.2,PER,you,21,5,5
CNN_ENG_20030602_105829.2-E10-55,CNN_ENG_20030602_105829.2,PER,you,21,14,14
CNN_ENG_20030602_105829.2-E10-57,CNN_ENG_20030602_105829.2,PER,i,22,5,5
CNN_ENG_20030602_105829.2-E10-63,CNN_ENG_20030602_105829.2,PER,i,24,1,1
CNN_ENG_20030602_105829.2-E10-64,CNN_ENG_20030602_105829.2,PER,i,25,1,1
CNN_ENG_20030602_105829.2-E10-65,CNN_ENG_20030602_105829.2,PER,my,26,1,1
CNN_ENG_20030602_105829.2-E10-68,CNN_ENG_20030602_105829.2,PER,you,28,2,2
CNN_ENG_20030602_105829.2-E10-70,CNN_ENG_20030602_105829.2,PER,you,28,15,15
CNN_ENG_20030602_105829.2-E10-72,CNN_ENG_20030602_105829.2,PER,you,28,26,26
CNN_ENG_20030602_105829.2-E10-74,CNN_ENG_20030602_105829.2,PER,you,31,10,10
CNN_ENG_20030602_105829.2-E10-75,CNN_ENG_20030602_105829.2,PER,you,31,17,17
CNN_ENG_20030602_105829.2-E10-76,CNN_ENG_20030602_105829.2,PER,you,32,2,2
CNN_ENG_20030602_105829.2-E10-77,CNN_ENG_20030602_105829.2,PER,i,33,4,4
CNN_ENG_20030602_105829.2-E10-78,CNN_ENG_20030602_105829.2,PER,i,33,8,8
CNN_ENG_20030602_105829.2-E10-79,CNN_ENG_20030602_105829.2,PER,my,33,13,13
CNN_ENG_20030602_105829.2-E12-43,CNN_ENG_20030602_105829.2,PER,"your
husband",15,6,6
CNN_ENG_20030602_105829.2-E12-44,CNN_ENG_20030602_105829.2,PER,david,15,8,8
CNN_ENG_20030602_105829.2-E12-60,CNN_ENG_20030602_105829.2,PER,"her daddy",22,14,14
CNN_ENG_20030602_105829.2-E12-62,CNN_ENG_20030602_105829.2,PER,him,23,9,9
CNN_ENG_20030602_105829.2-E12-66,CNN_ENG_20030602_105829.2,PER,"my better half",26,3,3
CNN_ENG_20030602_105829.2-E12-80,CNN_ENG_20030602_105829.2,PER,him,33,11,11
CNN_ENG_20030602_105829.2-E12-116,CNN_ENG_20030602_105829.2,PER,david,50,8,8
CNN_ENG_20030602_105829.2-E12-117,CNN_ENG_20030602_105829.2,PER,david,50,11,11
CNN_ENG_20030602_105829.2-E13-1,CNN_ENG_20030602_105829.2,ORG,we,1,1,1
CNN_ENG_20030602_105829.2-E13-24,CNN_ENG_20030602_105829.2,ORG,we,12,1,1
CNN_ENG_20030602_105829.2-E13-37,CNN_ENG_20030602_105829.2,ORG,we,14,1,1
CNN_ENG_20030602_105829.2-E13-45,CNN_ENG_20030602_105829.2,ORG,we,16,1,1
CNN_ENG_20030602_105829.2-E13-115,CNN_ENG_20030602_105829.2,ORG,we,50,2,2
CNN_ENG_20030602_105829.2-E13-120,CNN_ENG_20030602_105829.2,ORG,we,52,1,1
CNN_ENG_20030602_105829.2-E13-137,CNN_ENG_20030602_105829.2,ORG,we,62,3,3
CNN_ENG_20030602_105829.2-E13-148,CNN_ENG_20030602_105829.2,ORG,us,3,9,9
CNN_ENG_20030602_105829.2-E13-149,CNN_ENG_20030602_105829.2,ORG,here,1,20,20
CNN_ENG_20030602_105829.2-E15-46,CNN_ENG_20030602_105829.2,PER,"little alisa",16,4,4
CNN_ENG_20030602_105829.2-E15-47,CNN_ENG_20030602_105829.2,PER,she,17,1,1
CNN_ENG_20030602_105829.2-E15-56,CNN_ENG_20030602_105829.2,PER,she,22,1,1
CNN_ENG_20030602_105829.2-E15-58,CNN_ENG_20030602_105829.2,PER,she,22,11,11
CNN_ENG_20030602_105829.2-E15-59,CNN_ENG_20030602_105829.2,PER,her,22,13,13
CNN_ENG_20030602_105829.2-E16-54,CNN_ENG_20030602_105829.2,PER,who,21,8,8
CNN_ENG_20030602_105829.2-E17-71,CNN_ENG_20030602_105829.2,PER,viewers,28,17,17
CNN_ENG_20030602_105829.2-E18-85,CNN_ENG_20030602_105829.2,PER,"the dad of look at this beautiful boy who just woke up",37,15,15
CNN_ENG_20030602_105829.2-E18-93,CNN_ENG_20030602_105829.2,PER,typhus,39,5,5
