id,doc_id,subtype,stanford_sentence_id,stanford_token
CNN_IP_20030330.1600.05-2-EV4-1,CNN_IP_20030330.1600.05-2,Transport,5,7
CNN_IP_20030330.1600.05-2-EV5-1,CNN_IP_20030330.1600.05-2,Transport,5,13
CNN_IP_20030330.1600.05-2-EV6-1,CNN_IP_20030330.1600.05-2,Transport,9,10
CNN_IP_20030330.1600.05-2-EV7-1,CNN_IP_20030330.1600.05-2,Attack,10,9
CNN_IP_20030330.1600.05-2-EV8-1,CNN_IP_20030330.1600.05-2,Attack,13,17
CNN_IP_20030330.1600.05-2-EV9-1,CNN_IP_20030330.1600.05-2,Attack,26,5
CNN_IP_20030330.1600.05-2-EV10-1,CNN_IP_20030330.1600.05-2,Transport,27,15
CNN_IP_20030330.1600.05-2-EV11-1,CNN_IP_20030330.1600.05-2,Attack,50,14
CNN_IP_20030330.1600.05-2-EV12-1,CNN_IP_20030330.1600.05-2,Attack,57,27
CNN_IP_20030330.1600.05-2-EV13-1,CNN_IP_20030330.1600.05-2,Attack,67,12
CNNHL_ENG_20030402_133449.22-EV1-1,CNNHL_ENG_20030402_133449.22,Attack,5,16
CNNHL_ENG_20030402_133449.22-EV2-1,CNNHL_ENG_20030402_133449.22,Attack,9,37
CNNHL_ENG_20030402_133449.22-EV3-1,CNNHL_ENG_20030402_133449.22,Transport,20,5
CNNHL_ENG_20030402_133449.22-EV4-1,CNNHL_ENG_20030402_133449.22,Attack,20,10
CNNHL_ENG_20030523_221118.14-EV1-1,CNNHL_ENG_20030523_221118.14,Meet,3,3
CNNHL_ENG_20030523_221118.14-EV2-1,CNNHL_ENG_20030523_221118.14,Meet,4,16
NYT_ENG_20030602.0074-EV1-1,NYT_ENG_20030602.0074,End-Position,2,22
NYT_ENG_20030602.0074-EV2-1,NYT_ENG_20030602.0074,Start-Position,2,29
NYT_ENG_20030602.0074-EV2-2,NYT_ENG_20030602.0074,Start-Position,8,2
NYT_ENG_20030602.0074-EV3-1,NYT_ENG_20030602.0074,Start-Position,4,6
NYT_ENG_20030602.0074-EV3-2,NYT_ENG_20030602.0074,Start-Position,10,3
NYT_ENG_20030602.0074-EV4-1,NYT_ENG_20030602.0074,Meet,5,2
CNN_ENG_20030425_063006.5-EV1-1,CNN_ENG_20030425_063006.5,End-Position,3,9
CNN_ENG_20030425_063006.5-EV1-2,CNN_ENG_20030425_063006.5,End-Position,1,7
CNN_ENG_20030425_063006.5-EV1-3,CNN_ENG_20030425_063006.5,End-Position,5,14
CNN_CF_20030304.1900.01-EV1-1,CNN_CF_20030304.1900.01,Fine,2,16
CNN_CF_20030304.1900.01-EV2-1,CNN_CF_20030304.1900.01,Start-Position,5,19
CNN_CF_20030304.1900.01-EV3-1,CNN_CF_20030304.1900.01,Die,13,8
CNN_CF_20030304.1900.01-EV4-1,CNN_CF_20030304.1900.01,End-Position,18,14
CNN_CF_20030304.1900.01-EV5-1,CNN_CF_20030304.1900.01,End-Org,47,18
CNN_CF_20030304.1900.01-EV6-1,CNN_CF_20030304.1900.01,Transport,49,6
CNN_CF_20030304.1900.01-EV7-1,CNN_CF_20030304.1900.01,Transfer-Money,20,73
CNN_CF_20030304.1900.01-EV8-1,CNN_CF_20030304.1900.01,Transfer-Money,20,43
CNN_CF_20030304.1900.01-EV9-1,CNN_CF_20030304.1900.01,Injure,22,7
CNN_CF_20030304.1900.01-EV10-1,CNN_CF_20030304.1900.01,Trial-Hearing,20,9
CNN_CF_20030304.1900.01-EV11-1,CNN_CF_20030304.1900.01,Transfer-Money,20,12
CNN_CF_20030304.1900.01-EV12-1,CNN_CF_20030304.1900.01,Trial-Hearing,23,16
CNN_CF_20030304.1900.01-EV13-1,CNN_CF_20030304.1900.01,Injure,13,17
CNN_CF_20030304.1900.01-EV14-1,CNN_CF_20030304.1900.01,Trial-Hearing,30,5
CNN_CF_20030304.1900.01-EV15-1,CNN_CF_20030304.1900.01,Die,32,19
CNN_CF_20030304.1900.01-EV15-2,CNN_CF_20030304.1900.01,Die,35,2
CNN_CF_20030304.1900.01-EV15-3,CNN_CF_20030304.1900.01,Die,41,16
CNN_CF_20030304.1900.01-EV15-4,CNN_CF_20030304.1900.01,Die,53,22
CNN_CF_20030304.1900.01-EV16-1,CNN_CF_20030304.1900.01,Start-Org,44,5
CNN_CF_20030304.1900.01-EV17-1,CNN_CF_20030304.1900.01,Injure,47,34
CNN_CF_20030304.1900.01-EV18-1,CNN_CF_20030304.1900.01,Transport,47,39
CNN_CF_20030304.1900.01-EV19-1,CNN_CF_20030304.1900.01,Fine,57,11
CNN_CF_20030304.1900.01-EV20-1,CNN_CF_20030304.1900.01,Fine,57,30
CNN_CF_20030304.1900.01-EV21-1,CNN_CF_20030304.1900.01,Fine,59,21
CNN_CF_20030304.1900.01-EV22-1,CNN_CF_20030304.1900.01,Fine,60,19
CNN_CF_20030304.1900.01-EV23-1,CNN_CF_20030304.1900.01,Sue,65,4
CNN_CF_20030304.1900.01-EV24-1,CNN_CF_20030304.1900.01,Sue,65,14
CNN_CF_20030304.1900.01-EV24-2,CNN_CF_20030304.1900.01,Sue,65,29
CNN_CF_20030304.1900.01-EV25-1,CNN_CF_20030304.1900.01,Fine,65,18
CNN_CF_20030304.1900.01-EV26-1,CNN_CF_20030304.1900.01,Sue,68,20
CNN_CF_20030304.1900.01-EV27-1,CNN_CF_20030304.1900.01,Sue,69,5
CNN_ENG_20030429_170710.4-EV1-1,CNN_ENG_20030429_170710.4,Die,4,7
CNN_ENG_20030429_170710.4-EV2-1,CNN_ENG_20030429_170710.4,Marry,8,3
CNN_ENG_20030429_170710.4-EV3-1,CNN_ENG_20030429_170710.4,End-Position,5,8
CNN_ENG_20030429_170710.4-EV3-2,CNN_ENG_20030429_170710.4,End-Position,7,2
CNN_ENG_20030429_170710.4-EV4-1,CNN_ENG_20030429_170710.4,End-Position,9,4
CNN_ENG_20030429_170710.4-EV5-1,CNN_ENG_20030429_170710.4,End-Position,10,2
APW_ENG_20030409.0013-EV1-1,APW_ENG_20030409.0013,Attack,19,22
APW_ENG_20030409.0013-EV2-1,APW_ENG_20030409.0013,Transfer-Ownership,1,20
APW_ENG_20030409.0013-EV2-2,APW_ENG_20030409.0013,Transfer-Ownership,6,2
APW_ENG_20030409.0013-EV3-1,APW_ENG_20030409.0013,Attack,1,25
APW_ENG_20030409.0013-EV3-2,APW_ENG_20030409.0013,Attack,5,3
APW_ENG_20030409.0013-EV3-3,APW_ENG_20030409.0013,Attack,5,7
APW_ENG_20030409.0013-EV4-1,APW_ENG_20030409.0013,Attack,2,10
APW_ENG_20030409.0013-EV5-1,APW_ENG_20030409.0013,Injure,12,24
APW_ENG_20030409.0013-EV6-1,APW_ENG_20030409.0013,Die,2,12
APW_ENG_20030409.0013-EV7-1,APW_ENG_20030409.0013,Injure,12,21
APW_ENG_20030409.0013-EV8-1,APW_ENG_20030409.0013,Die,3,14
APW_ENG_20030409.0013-EV9-1,APW_ENG_20030409.0013,Attack,3,18
APW_ENG_20030409.0013-EV9-2,APW_ENG_20030409.0013,Attack,4,2
APW_ENG_20030409.0013-EV9-3,APW_ENG_20030409.0013,Attack,22,14
APW_ENG_20030409.0013-EV10-1,APW_ENG_20030409.0013,Die,4,8
APW_ENG_20030409.0013-EV11-1,APW_ENG_20030409.0013,Transfer-Ownership,7,5
APW_ENG_20030409.0013-EV12-1,APW_ENG_20030409.0013,Injure,12,18
APW_ENG_20030409.0013-EV13-1,APW_ENG_20030409.0013,Attack,12,28
APW_ENG_20030409.0013-EV14-1,APW_ENG_20030409.0013,Injure,13,24
APW_ENG_20030409.0013-EV15-1,APW_ENG_20030409.0013,Attack,14,20
APW_ENG_20030409.0013-EV15-2,APW_ENG_20030409.0013,Attack,21,4
APW_ENG_20030409.0013-EV16-1,APW_ENG_20030409.0013,Die,16,10
APW_ENG_20030409.0013-EV17-1,APW_ENG_20030409.0013,Attack,17,10
APW_ENG_20030409.0013-EV17-2,APW_ENG_20030409.0013,Attack,19,6
APW_ENG_20030409.0013-EV17-3,APW_ENG_20030409.0013,Attack,16,15
APW_ENG_20030409.0013-EV18-1,APW_ENG_20030409.0013,Attack,18,16
APW_ENG_20030409.0013-EV19-1,APW_ENG_20030409.0013,Die,22,11
APW_ENG_20030409.0013-EV20-1,APW_ENG_20030409.0013,Die,23,13
APW_ENG_20030409.0013-EV21-1,APW_ENG_20030409.0013,Meet,24,23
APW_ENG_20030409.0013-EV22-1,APW_ENG_20030409.0013,Attack,31,18
APW_ENG_20030409.0013-EV23-1,APW_ENG_20030409.0013,Attack,35,9
APW_ENG_20030409.0013-EV24-1,APW_ENG_20030409.0013,Attack,35,32
APW_ENG_20030409.0013-EV25-1,APW_ENG_20030409.0013,Attack,38,9
APW_ENG_20030409.0013-EV26-1,APW_ENG_20030409.0013,Transport,8,4
APW_ENG_20030409.0013-EV27-1,APW_ENG_20030409.0013,Transport,10,15
APW_ENG_20030409.0013-EV27-2,APW_ENG_20030409.0013,Transport,1,9
APW_ENG_20030409.0013-EV28-1,APW_ENG_20030409.0013,Attack,10,13
APW_ENG_20030409.0013-EV29-1,APW_ENG_20030409.0013,Transport,11,11
APW_ENG_20030409.0013-EV30-1,APW_ENG_20030409.0013,Transfer-Ownership,6,7
APW_ENG_20030409.0013-EV31-1,APW_ENG_20030409.0013,Die,14,15
APW_ENG_20030409.0013-EV32-1,APW_ENG_20030409.0013,Start-Org,40,5
CNNHL_ENG_20030416_133739.9-EV1-1,CNNHL_ENG_20030416_133739.9,Transport,2,4
CNNHL_ENG_20030416_133739.9-EV2-1,CNNHL_ENG_20030416_133739.9,Transport,3,14
CNNHL_ENG_20030416_133739.9-EV3-1,CNNHL_ENG_20030416_133739.9,Transport,7,24
CNN_IP_20030329.1600.02-EV1-1,CNN_IP_20030329.1600.02,Attack,1,13
CNN_IP_20030329.1600.02-EV2-1,CNN_IP_20030329.1600.02,Transport,5,20
CNN_IP_20030329.1600.02-EV3-1,CNN_IP_20030329.1600.02,Attack,6,7
CNN_IP_20030329.1600.02-EV4-1,CNN_IP_20030329.1600.02,Transport,6,22
CNN_IP_20030329.1600.02-EV4-2,CNN_IP_20030329.1600.02,Transport,9,7
CNN_IP_20030329.1600.02-EV4-3,CNN_IP_20030329.1600.02,Transport,12,8
CNN_IP_20030329.1600.02-EV4-4,CNN_IP_20030329.1600.02,Transport,16,4
CNN_IP_20030329.1600.02-EV5-1,CNN_IP_20030329.1600.02,Die,10,2
CNN_IP_20030329.1600.02-EV6-1,CNN_IP_20030329.1600.02,Attack,16,12
CNN_IP_20030329.1600.02-EV7-1,CNN_IP_20030329.1600.02,Die,16,31
CNN_IP_20030329.1600.02-EV8-1,CNN_IP_20030329.1600.02,Phone-Write,21,2
CNN_IP_20030329.1600.02-EV9-1,CNN_IP_20030329.1600.02,Attack,47,12
CNN_IP_20030329.1600.02-EV10-1,CNN_IP_20030329.1600.02,Injure,48,8
CNN_IP_20030329.1600.02-EV11-1,CNN_IP_20030329.1600.02,Transport,2,6
fsh_29388-EV1-1,fsh_29388,Trial-Hearing,21,46
fsh_29388-EV2-1,fsh_29388,Attack,77,73
fsh_29388-EV3-1,fsh_29388,Convict,2,8
fsh_29388-EV4-1,fsh_29388,Trial-Hearing,3,12
fsh_29388-EV4-2,fsh_29388,Trial-Hearing,4,6
fsh_29388-EV5-1,fsh_29388,Trial-Hearing,5,4
fsh_29388-EV6-1,fsh_29388,Trial-Hearing,6,7
fsh_29388-EV7-1,fsh_29388,Phone-Write,11,6
fsh_29388-EV8-1,fsh_29388,Trial-Hearing,14,15
fsh_29388-EV9-1,fsh_29388,Marry,71,13
fsh_29388-EV10-1,fsh_29388,Marry,73,6
CNN_ENG_20030329_170349.7-EV1-1,CNN_ENG_20030329_170349.7,Attack,4,12
CNN_ENG_20030329_170349.7-EV2-1,CNN_ENG_20030329_170349.7,Attack,5,13
CNN_ENG_20030329_170349.7-EV3-1,CNN_ENG_20030329_170349.7,Attack,6,16
CNN_ENG_20030329_170349.7-EV4-1,CNN_ENG_20030329_170349.7,Die,7,20
CNN_ENG_20030329_170349.7-EV5-1,CNN_ENG_20030329_170349.7,Attack,8,13
CNN_ENG_20030526_180540.6-EV1-1,CNN_ENG_20030526_180540.6,Transport,4,15
fsh_29601-EV1-1,fsh_29601,Die,2,13
fsh_29601-EV2-1,fsh_29601,Die,15,23
fsh_29601-EV3-1,fsh_29601,Attack,88,6
fsh_29601-EV4-1,fsh_29601,Die,88,5
fsh_29601-EV5-1,fsh_29601,Attack,88,44
fsh_29601-EV6-1,fsh_29601,Attack,88,34
fsh_29601-EV7-1,fsh_29601,Die,2,1
fsh_29601-EV7-2,fsh_29601,Die,2,30
fsh_29601-EV7-3,fsh_29601,Die,4,14
fsh_29601-EV8-1,fsh_29601,Start-Position,67,22
CNN_ENG_20030403_090032.1-EV1-1,CNN_ENG_20030403_090032.1,Transport,4,3
CNN_ENG_20030403_090032.1-EV2-1,CNN_ENG_20030403_090032.1,Marry,10,7
CNNHL_ENG_20030624_230338.34-EV1-1,CNNHL_ENG_20030624_230338.34,Charge-Indict,1,10
CNNHL_ENG_20030624_230338.34-EV1-2,CNNHL_ENG_20030624_230338.34,Charge-Indict,9,11
CNNHL_ENG_20030624_230338.34-EV2-1,CNNHL_ENG_20030624_230338.34,Transport,3,13
CNNHL_ENG_20030624_230338.34-EV3-1,CNNHL_ENG_20030624_230338.34,Transport,12,15
CNNHL_ENG_20030624_230338.34-EV4-1,CNNHL_ENG_20030624_230338.34,Phone-Write,15,11
CNNHL_ENG_20030624_230338.34-EV5-1,CNNHL_ENG_20030624_230338.34,Die,17,27
CNNHL_ENG_20030624_230338.34-EV6-1,CNNHL_ENG_20030624_230338.34,Transport,18,13
CNNHL_ENG_20030624_230338.34-EV7-1,CNNHL_ENG_20030624_230338.34,Attack,1,13
CNNHL_ENG_20030624_230338.34-EV7-2,CNNHL_ENG_20030624_230338.34,Attack,16,20
CNNHL_ENG_20030624_230338.34-EV8-1,CNNHL_ENG_20030624_230338.34,Injure,18,2
CNNHL_ENG_20030624_230338.34-EV9-1,CNNHL_ENG_20030624_230338.34,Transport,18,5
alt.obituaries_20041121.1339-EV1-1,alt.obituaries_20041121.1339,Die,6,41
alt.obituaries_20041121.1339-EV1-2,alt.obituaries_20041121.1339,Die,2,13
alt.obituaries_20041121.1339-EV2-1,alt.obituaries_20041121.1339,Die,6,25
alt.obituaries_20041121.1339-EV3-1,alt.obituaries_20041121.1339,Die,9,29
alt.obituaries_20041121.1339-EV3-2,alt.obituaries_20041121.1339,Die,9,45
alt.obituaries_20041121.1339-EV3-3,alt.obituaries_20041121.1339,Die,9,62
alt.obituaries_20041121.1339-EV3-4,alt.obituaries_20041121.1339,Die,10,20
alt.obituaries_20041121.1339-EV4-1,alt.obituaries_20041121.1339,Die,1,11
alt.obituaries_20041121.1339-EV5-1,alt.obituaries_20041121.1339,Attack,20,11
alt.obituaries_20041121.1339-EV6-1,alt.obituaries_20041121.1339,Attack,20,16
alt.obituaries_20041121.1339-EV7-1,alt.obituaries_20041121.1339,Die,10,32
alt.obituaries_20041121.1339-EV7-2,alt.obituaries_20041121.1339,Die,16,15
alt.obituaries_20041121.1339-EV7-3,alt.obituaries_20041121.1339,Die,17,13
alt.obituaries_20041121.1339-EV7-4,alt.obituaries_20041121.1339,Die,18,6
alt.obituaries_20041121.1339-EV8-1,alt.obituaries_20041121.1339,Transport,16,19
CNN_IP_20030329.1600.00-4-EV1-1,CNN_IP_20030329.1600.00-4,Attack,3,11
CNN_IP_20030329.1600.00-4-EV1-2,CNN_IP_20030329.1600.00-4,Attack,8,23
CNN_IP_20030329.1600.00-4-EV1-3,CNN_IP_20030329.1600.00-4,Attack,10,8
CNN_IP_20030329.1600.00-4-EV2-1,CNN_IP_20030329.1600.00-4,Meet,13,7
CNN_IP_20030329.1600.00-4-EV3-1,CNN_IP_20030329.1600.00-4,Die,14,49
CNN_IP_20030329.1600.00-4-EV4-1,CNN_IP_20030329.1600.00-4,Die,2,6
CNN_IP_20030329.1600.00-4-EV5-1,CNN_IP_20030329.1600.00-4,Attack,2,8
CNN_IP_20030329.1600.00-4-EV6-1,CNN_IP_20030329.1600.00-4,Attack,2,15
CNN_IP_20030329.1600.00-4-EV7-1,CNN_IP_20030329.1600.00-4,Die,8,17
CNN_IP_20030329.1600.00-4-EV7-2,CNN_IP_20030329.1600.00-4,Die,10,13
CNN_IP_20030329.1600.00-4-EV7-3,CNN_IP_20030329.1600.00-4,Die,3,6
CNN_IP_20030329.1600.00-4-EV8-1,CNN_IP_20030329.1600.00-4,Die,8,22
CNN_IP_20030329.1600.00-4-EV9-1,CNN_IP_20030329.1600.00-4,Transport,9,10
CNN_IP_20030329.1600.00-4-EV10-1,CNN_IP_20030329.1600.00-4,Attack,12,7
CNN_IP_20030329.1600.00-4-EV11-1,CNN_IP_20030329.1600.00-4,Attack,11,1
CNN_IP_20030329.1600.00-4-EV12-1,CNN_IP_20030329.1600.00-4,Attack,13,11
CNN_IP_20030329.1600.00-4-EV13-1,CNN_IP_20030329.1600.00-4,Die,13,24
CNN_IP_20030329.1600.00-4-EV14-1,CNN_IP_20030329.1600.00-4,Die,13,30
CNN_IP_20030329.1600.00-4-EV15-1,CNN_IP_20030329.1600.00-4,Attack,13,31
CNN_IP_20030329.1600.00-4-EV16-1,CNN_IP_20030329.1600.00-4,Attack,14,39
CNN_IP_20030329.1600.00-4-EV17-1,CNN_IP_20030329.1600.00-4,Die,14,38
CNN_IP_20030329.1600.00-4-EV18-1,CNN_IP_20030329.1600.00-4,Attack,15,17
CNN_IP_20030329.1600.00-4-EV19-1,CNN_IP_20030329.1600.00-4,Attack,16,7
CNN_IP_20030329.1600.00-4-EV20-1,CNN_IP_20030329.1600.00-4,Injure,22,2
CNN_IP_20030329.1600.00-4-EV21-1,CNN_IP_20030329.1600.00-4,Attack,28,35
CNN_IP_20030329.1600.00-4-EV22-1,CNN_IP_20030329.1600.00-4,Attack,30,18
CNN_IP_20030329.1600.00-4-EV23-1,CNN_IP_20030329.1600.00-4,Attack,32,14
CNN_IP_20030329.1600.00-4-EV24-1,CNN_IP_20030329.1600.00-4,Transport,35,2
CNN_IP_20030329.1600.00-4-EV25-1,CNN_IP_20030329.1600.00-4,Attack,35,13
CNN_IP_20030329.1600.00-4-EV26-1,CNN_IP_20030329.1600.00-4,Meet,15,4
OIADVANTAGE_20041224.1007-EV1-1,OIADVANTAGE_20041224.1007,Meet,11,11
OIADVANTAGE_20041224.1007-EV1-2,OIADVANTAGE_20041224.1007,Meet,13,7
OIADVANTAGE_20041224.1007-EV2-1,OIADVANTAGE_20041224.1007,Meet,15,2
OIADVANTAGE_20041224.1007-EV3-1,OIADVANTAGE_20041224.1007,Meet,4,2
OIADVANTAGE_20041224.1007-EV3-2,OIADVANTAGE_20041224.1007,Meet,3,14
CNN_ENG_20030527_215946.12-EV1-1,CNN_ENG_20030527_215946.12,Die,1,7
CNN_ENG_20030527_215946.12-EV2-1,CNN_ENG_20030527_215946.12,Arrest-Jail,2,3
CNN_ENG_20030527_215946.12-EV2-2,CNN_ENG_20030527_215946.12,Arrest-Jail,3,15
CNN_ENG_20030527_215946.12-EV2-3,CNN_ENG_20030527_215946.12,Arrest-Jail,11,3
CNN_ENG_20030527_215946.12-EV2-4,CNN_ENG_20030527_215946.12,Arrest-Jail,13,18
CNN_ENG_20030527_215946.12-EV2-5,CNN_ENG_20030527_215946.12,Arrest-Jail,12,3
CNN_ENG_20030527_215946.12-EV3-1,CNN_ENG_20030527_215946.12,Phone-Write,2,19
CNN_ENG_20030527_215946.12-EV4-1,CNN_ENG_20030527_215946.12,Die,5,35
CNN_ENG_20030527_215946.12-EV5-1,CNN_ENG_20030527_215946.12,Phone-Write,6,16
CNN_ENG_20030527_215946.12-EV6-1,CNN_ENG_20030527_215946.12,Extradite,12,14
CNN_CF_20030304.1900.02-EV1-1,CNN_CF_20030304.1900.02,Transfer-Money,56,8
CNN_CF_20030304.1900.02-EV2-1,CNN_CF_20030304.1900.02,Sue,6,16
CNN_CF_20030304.1900.02-EV3-1,CNN_CF_20030304.1900.02,Transfer-Money,27,4
CNN_CF_20030304.1900.02-EV3-2,CNN_CF_20030304.1900.02,Transfer-Money,29,9
CNN_CF_20030304.1900.02-EV4-1,CNN_CF_20030304.1900.02,Transfer-Money,51,6
CNN_CF_20030304.1900.02-EV5-1,CNN_CF_20030304.1900.02,End-Org,2,19
CNN_CF_20030304.1900.02-EV6-1,CNN_CF_20030304.1900.02,Sue,3,13
CNN_CF_20030304.1900.02-EV7-1,CNN_CF_20030304.1900.02,Transfer-Money,62,33
CNN_CF_20030304.1900.02-EV8-1,CNN_CF_20030304.1900.02,Elect,6,11
CNN_CF_20030304.1900.02-EV9-1,CNN_CF_20030304.1900.02,Transfer-Money,56,19
CNN_CF_20030304.1900.02-EV10-1,CNN_CF_20030304.1900.02,Transfer-Money,72,3
CNN_CF_20030304.1900.02-EV11-1,CNN_CF_20030304.1900.02,End-Position,9,40
CNN_CF_20030304.1900.02-EV12-1,CNN_CF_20030304.1900.02,Sue,24,23
CNN_CF_20030304.1900.02-EV13-1,CNN_CF_20030304.1900.02,Injure,25,18
CNN_CF_20030304.1900.02-EV14-1,CNN_CF_20030304.1900.02,Sue,6,23
CNN_CF_20030304.1900.02-EV15-1,CNN_CF_20030304.1900.02,End-Position,11,10
CNN_CF_20030304.1900.02-EV16-1,CNN_CF_20030304.1900.02,End-Position,18,10
CNN_CF_20030304.1900.02-EV17-1,CNN_CF_20030304.1900.02,End-Position,35,20
CNN_CF_20030304.1900.02-EV18-1,CNN_CF_20030304.1900.02,Injure,54,19
CNN_CF_20030304.1900.02-EV19-1,CNN_CF_20030304.1900.02,Transfer-Money,89,13
CNN_CF_20030304.1900.02-EV20-1,CNN_CF_20030304.1900.02,Transfer-Money,21,3
OIADVANTAGE_20050108.1323-EV1-1,OIADVANTAGE_20050108.1323,End-Position,16,20
OIADVANTAGE_20050108.1323-EV2-1,OIADVANTAGE_20050108.1323,Start-Position,4,13
FLOPPINGACES_20050101.2244.048-EV1-1,FLOPPINGACES_20050101.2244.048,Die,6,4
FLOPPINGACES_20050101.2244.048-EV1-2,FLOPPINGACES_20050101.2244.048,Die,11,5
FLOPPINGACES_20050101.2244.048-EV2-1,FLOPPINGACES_20050101.2244.048,Elect,11,35
FLOPPINGACES_20050101.2244.048-EV3-1,FLOPPINGACES_20050101.2244.048,Attack,12,11
FLOPPINGACES_20050101.2244.048-EV4-1,FLOPPINGACES_20050101.2244.048,Die,13,2
FLOPPINGACES_20050101.2244.048-EV5-1,FLOPPINGACES_20050101.2244.048,Die,19,10
FLOPPINGACES_20050101.2244.048-EV6-1,FLOPPINGACES_20050101.2244.048,Elect,19,3
FLOPPINGACES_20050101.2244.048-EV7-1,FLOPPINGACES_20050101.2244.048,Elect,25,4
APW_ENG_20030423.0079-EV1-1,APW_ENG_20030423.0079,Transport,3,22
APW_ENG_20030423.0079-EV2-1,APW_ENG_20030423.0079,Transport,5,6
APW_ENG_20030423.0079-EV3-1,APW_ENG_20030423.0079,Transport,6,6
APW_ENG_20030423.0079-EV4-1,APW_ENG_20030423.0079,Transport,6,14
APW_ENG_20030423.0079-EV5-1,APW_ENG_20030423.0079,Die,7,5
APW_ENG_20030423.0079-EV6-1,APW_ENG_20030423.0079,Die,8,8
APW_ENG_20030423.0079-EV7-1,APW_ENG_20030423.0079,Transport,9,29
OIADVANTAGE_20050109.1947-EV1-1,OIADVANTAGE_20050109.1947,End-Org,8,23
OIADVANTAGE_20050109.1947-EV2-1,OIADVANTAGE_20050109.1947,Declare-Bankruptcy,12,27
CNN_ENG_20030509_090025.5-EV1-1,CNN_ENG_20030509_090025.5,Charge-Indict,1,13
CNN_ENG_20030509_090025.5-EV1-2,CNN_ENG_20030509_090025.5,Charge-Indict,2,2
CNN_ENG_20030509_090025.5-EV1-3,CNN_ENG_20030509_090025.5,Charge-Indict,8,29
CNN_ENG_20030509_090025.5-EV1-4,CNN_ENG_20030509_090025.5,Charge-Indict,10,12
CNN_ENG_20030509_090025.5-EV2-1,CNN_ENG_20030509_090025.5,Charge-Indict,6,16
CNN_ENG_20030509_090025.5-EV3-1,CNN_ENG_20030509_090025.5,Charge-Indict,6,23
CNN_ENG_20030509_090025.5-EV4-1,CNN_ENG_20030509_090025.5,Charge-Indict,8,11
CNN_ENG_20030509_090025.5-EV5-1,CNN_ENG_20030509_090025.5,Start-Position,12,3
CNN_ENG_20030509_090025.5-EV5-2,CNN_ENG_20030509_090025.5,Start-Position,16,3
CNN_ENG_20030509_090025.5-EV6-1,CNN_ENG_20030509_090025.5,Transfer-Money,16,8
CNNHL_ENG_20030416_133739.13-EV1-1,CNNHL_ENG_20030416_133739.13,Declare-Bankruptcy,19,36
CNN_ENG_20030409_180633.8-EV1-1,CNN_ENG_20030409_180633.8,Charge-Indict,3,3
CNN_ENG_20030409_180633.8-EV2-1,CNN_ENG_20030409_180633.8,Meet,1,21
CNN_ENG_20030421_120508.17-EV1-1,CNN_ENG_20030421_120508.17,Declare-Bankruptcy,2,9
CNN_ENG_20030421_120508.17-EV1-2,CNN_ENG_20030421_120508.17,Declare-Bankruptcy,6,14
CNN_ENG_20030421_120508.17-EV2-1,CNN_ENG_20030421_120508.17,Declare-Bankruptcy,7,29
CNN_ENG_20030421_120508.13-EV1-1,CNN_ENG_20030421_120508.13,End-Org,1,7
CNN_ENG_20030421_120508.13-EV2-1,CNN_ENG_20030421_120508.13,End-Position,2,4
XIN_ENG_20030609.0118-EV1-1,XIN_ENG_20030609.0118,End-Position,3,5
XIN_ENG_20030609.0118-EV2-1,XIN_ENG_20030609.0118,End-Position,4,11
XIN_ENG_20030609.0118-EV2-2,XIN_ENG_20030609.0118,End-Position,1,22
XIN_ENG_20030609.0118-EV3-1,XIN_ENG_20030609.0118,Start-Position,7,4
XIN_ENG_20030609.0118-EV4-1,XIN_ENG_20030609.0118,End-Position,7,18
XIN_ENG_20030609.0118-EV5-1,XIN_ENG_20030609.0118,Start-Position,9,2
XIN_ENG_20030609.0118-EV5-2,XIN_ENG_20030609.0118,Start-Position,1,7
XIN_ENG_20030609.0118-EV6-1,XIN_ENG_20030609.0118,Elect,9,16
XIN_ENG_20030609.0118-EV7-1,XIN_ENG_20030609.0118,End-Position,7,25
CNN_CF_20030305.1900.06-2-EV1-1,CNN_CF_20030305.1900.06-2,Attack,7,24
CNN_CF_20030305.1900.06-2-EV2-1,CNN_CF_20030305.1900.06-2,Attack,3,11
CNN_CF_20030305.1900.06-2-EV3-1,CNN_CF_20030305.1900.06-2,Meet,17,9
CNN_CF_20030305.1900.06-2-EV4-1,CNN_CF_20030305.1900.06-2,Die,24,15
AGGRESSIVEVOICEDAILY_20050203.1356-EV1-1,AGGRESSIVEVOICEDAILY_20050203.1356,Die,7,14
AGGRESSIVEVOICEDAILY_20050203.1356-EV2-1,AGGRESSIVEVOICEDAILY_20050203.1356,Transport,13,8
AGGRESSIVEVOICEDAILY_20050203.1356-EV3-1,AGGRESSIVEVOICEDAILY_20050203.1356,Die,7,23
CNN_ENG_20030408_123613.0-EV1-1,CNN_ENG_20030408_123613.0,Attack,2,6
CNN_ENG_20030408_123613.0-EV1-2,CNN_ENG_20030408_123613.0,Attack,3,8
CNN_ENG_20030408_123613.0-EV2-1,CNN_ENG_20030408_123613.0,Die,10,9
CNN_ENG_20030408_123613.0-EV3-1,CNN_ENG_20030408_123613.0,Transport,7,3
CNN_ENG_20030408_123613.0-EV4-1,CNN_ENG_20030408_123613.0,Attack,10,11
CNN_ENG_20030408_123613.0-EV4-2,CNN_ENG_20030408_123613.0,Attack,14,12
